time,odrive0.axis0.encoder.vel_estimate
214.348,29.81414794921875
214.379,29.840087890625
214.411,29.756927490234375
214.445,29.808807373046875
214.475,29.82177734375
214.51,29.86297607421875
214.54,29.8980712890625
214.572,29.898834228515625
214.604,29.9774169921875
214.636,30.007171630859375
214.668,30.042266845703125
214.7,30.08270263671875
214.733,30.120849609375
214.765,30.13153076171875
